counter,true_positive,false_positive,true_negative,false_negative,file_count,hexsha
63,93,10,10,69,182,ccff08c194b0b7f8a86bf9c5dd6d5be473760a1b
64,93,10,10,69,182,389baccac5fce72c67cfed7a6ebcf9273edf9282
67,94,11,10,69,184,28e8c54d7d2800a8ac98cf646a9e074055bc1b1b
68,95,11,10,70,186,8a481498aa995b435d8c3a0c90d7d917046f59b3
70,97,11,11,71,190,f0f5212624d7a3edbf77126e0a3060d38db501e1
71,97,11,11,72,191,b4d8b16e5109170614ba505e36f60c2ad64dafc2
72,97,11,11,72,191,e4a578e70e2e48ab792e38c67579808a1def6024
73,97,11,11,72,191,c9f1a12925ef18d82b5f9683d589bb2c1e067650
76,97,11,11,72,191,a535e4acdcf1e75cc4d6302726876efc4c3a91c9
78,98,11,11,73,193,d861f95c445652e4269c9015836d14dcf8b9a587
81,98,11,11,73,193,f6b09a7f85c3b67b2011553838b079788c413432
83,102,11,11,75,199,aa5ab114e34645823b219f9a866fd82fc26b427b
84,102,11,11,76,200,d8de9a64d70f4bef7a223da1559638699a7a3923
85,104,11,11,76,202,5993b52e6d9db00259fd5a186b3c3df767fe94e2
86,105,11,11,76,203,b089759d6025582f36fbea3c4be3855c50b82462
87,106,11,11,76,204,e8a758e941bb36f69b6224b73b00b9d6a814bbdc
88,106,11,11,76,204,b9d9ab23bdcc404708aada664e718a9d56415ca3
90,109,13,11,76,209,34fb909180e9df06fa6a993dd5696a49cd152a0b
91,109,13,11,79,212,21ffbb06ec9eb741f62ac51abab4b722fb91b9bc
92,110,13,11,79,213,ae87ad005f7b62f5fa5a29ef07443fa1bbb9baf0
93,111,12,11,79,213,8414fcf16b9cfa8d989db913f0961fc4ce18c71b
96,114,14,11,80,219,28986da4ca167ae257abcaf7caea230eca2bcd80
98,115,15,11,80,221,820381d38bc02ea8b92837ce869e7332a7db9913
99,117,15,11,80,223,0ed20d5cc4bf94646ffd4e4fcbd963b9916039cd
101,120,14,11,80,225,388e79e9fcbf689d5708134534e55d176cfbcee3
102,122,14,11,80,227,818182b514d1c6b379130c440689355b4d231d49
103,122,14,11,80,227,8758a63ddbbf7a2626bd84d50cfe83b477e8de0a
104,126,14,10,83,233,f269c1d6f6dcc22c0a781f3223c6da0a4483b06e
105,126,14,10,83,233,b9cb81570e24284156e09ab1fdc3c19a8d563b07
106,130,14,10,83,237,81c2d9f60b9206c1291e5b1c3c8686f24a7726e1
107,130,14,10,83,237,ff2aa4019259947734c4791d6afc9f5405d901d0
108,133,14,10,83,240,88d798d71a20662bdf5335f0586fb9eb6e660c57
109,133,14,10,83,240,71c638fc55d5b0637e0c50a71694f3e422caa0c1
111,134,13,11,83,241,c5c8751147d41913a05e86097ea29ccc9fc2e5be
116,135,14,163,84,396,6bff3439894ac22d80f270f36513fc86586273f3
117,136,14,163,85,398,0339844b70895d6162b4595ae615e6edf843c6cd
118,145,14,163,88,410,a0c2eb46dd5a782c11c44f13c8efad2778be1641
119,145,14,163,89,411,b4a56ed4f55502239cb11b57f0fa75baa0a97640
120,151,14,163,90,418,65129aac07022f23afa1df7ec7fad2216634cb38
121,151,14,163,90,418,02d78bb1a80706d941ffc6c892cc75208eb6b782
122,155,14,163,93,425,81e1a35c364e5353d2bf99368ad30a4184fbb653
124,156,14,163,93,426,1c83fc88d6928a5ab53bc3dde79dad3cc0bfcfdc
125,158,14,163,93,428,011a54315e46acdf288003566b8570440f5ac985
128,158,14,163,93,428,35b3158d52a5fe51d3b52aec1109a30a73c5abe9
129,159,14,163,93,429,eb5ebcc2d0b13737127e3478bced98a84962a5d0
130,167,14,163,93,437,55f12f8709f0604df7e1817a4c114ead1fb9a311
131,168,13,163,93,437,d898ba1bec588450d591ebd5076993f96d05eb24
132,168,13,163,93,437,8219eabbba6e8f6d8569792615935011b5cf0771
135,168,13,163,93,437,0d9b018e07c384314e142372153eb670c2e129f3
137,168,13,163,94,438,556eb6770146f26a7f01f786034d8b3ec879ed05
138,168,13,163,94,438,6bb2175ed65456dda2f8ba584f206ba4bbd43dbc
140,168,13,163,95,439,6770b7ecd208a0746f181e54202fb829460c6490
142,168,13,163,95,439,aea02ddfb7c610db9a7cb291b113d6e561d8eba9
143,168,13,163,95,439,9e83f30cd318693995decebdc68433853e93a6bb
148,171,14,163,95,443,966a29c2b83fed2fc7c2b5b09de80cbebc94ac74
149,172,14,163,95,444,53c2cf1e7b3f1c9a7794fcc5c4669145f351b2fa
151,176,14,163,95,448,a6bada1ee0c3756e4b8d6bd4b4346dd5235c78ce
152,176,14,163,95,448,127b3873d03704f77428b984de022664b268314e
153,176,14,163,96,449,02a2943e4cf95dea0294e8695cfe981f34ae6180
154,177,14,163,96,450,82ec05fcc96121d7b23cc07c2c0ad3c0546bac35
155,177,14,163,97,451,87fed9444033533ad7105c4b1e4ffc5d7854a2c6
157,178,14,163,98,453,23a5d64f40b0f4a3fbfef7427ca793cb1df1034e
158,178,14,163,98,453,74f8110e74927c231bfcd106fa28bf6e6dd034e6
159,178,14,163,99,454,b4382b7055fc8b0078cbb50ed9c3f924635d9971
160,178,14,163,99,454,a4a58811b9729ed1ab2417d72e5d07ebb1a30886
161,179,14,163,99,455,00e667728ba3ef1b5cb3de0e11c7648b89315a91
162,181,14,163,99,457,1aadade373336c3f534986cdcc0ba33714d85c8e
163,181,14,163,99,457,b4da88b1268668c11dd999a7a0915193c204bf04
164,182,13,163,99,457,01ec127baec38b7f8281e6eca9def40f22c9e5ad
167,182,13,164,99,458,fca14cd3f27a01f7ba1fe32ea9587fa75b85713a
168,183,13,164,99,459,118cae2df8c89b63a2dcecab0728e6199f101fa1
169,186,13,164,99,462,80e3444eca045799cc40e50c92609e852a299d38
170,187,13,164,101,465,0decef337f7f00d73b380531ac22cbc843d6e806
171,187,13,164,102,466,c633667da3605208ea5fc137f5322c599f48da69
172,188,13,164,102,467,8654c6a7329c06133b6c4b32f05e606132a338e5
173,190,13,164,102,469,b68212f539f206679580afbfd008e7d329c9cd31
177,190,40,170,107,507,cb506aed2a3ca439a7ed6cff410667f302405c8b
178,191,40,170,108,509,cda74c7fc99abe1848e1f4965070108dd2ae378a
180,193,40,170,108,511,720ff740e70e649a97fcf0232fec132569a52c7e
182,196,40,170,108,514,e2bfcab065fef4f1c2f32195c74f054991c33151
184,198,40,170,109,517,3e64f3d0fc285080b42b78b67565b6ed939f9a24
185,199,40,170,109,518,9128762f1608f9633005f16c95270058a50ada2b
187,202,39,170,110,521,4ee08958f154594b538207a53c1d457687b3f7ae
188,202,39,170,110,521,98c5370ef673bc83deaf24c197e0bb22a75071e3
189,203,38,170,110,521,2acf9d099d29f45c829ee0127e55b7cfdd201995
191,203,38,169,111,521,dc5b01ad05e50ccde688c73c2ed3334a956076b0
192,211,38,169,112,530,1f2abf784a9fe550959de242d91963b2ad6f7e9c
193,211,38,169,112,530,c2bfd76ec3678cc28fb6fce6be0ae217b46bcd9e
196,211,38,169,112,530,6de3a1e2c34ae5bfcdec3ebbf3d682aa578ecae0
198,211,38,169,112,530,c7ec3c07e78e288a48e87b979dbd12e1fa44fe66
199,213,38,169,112,532,bc83add04c06e601d09a60df5492ff794baa2cbf
200,213,38,169,112,532,75430be86f4c90b7fb8a370d2b080a8a7cc925a0
201,214,38,169,112,533,8119876d4a533fbc2ba4d1c30eaddbcc28119488
202,216,37,169,114,536,dc27f3ee0c3eb9bb17d6cb764788eeaf73a371d7
203,219,37,169,114,539,c5cc332bf2a0b3ebfa3ad5d26c5b308de5e505be
204,219,37,169,115,540,931a340f1feca05b7a9f95efb9a3ba62b93b37f9
205,222,37,169,115,543,e4cf8c8420634d6f2dc8ce873246256ce635972d
206,224,37,169,115,545,b86abbceb9a96d7a0fe18047c8fcd6fca90a2f3e
207,224,37,169,116,546,845817b039fc059955bb1eafa5fd78565a49159d
210,224,38,170,116,548,4e59156c10d36eeb1e6fced4dff0f11157f68264
211,225,38,170,116,549,57dc8dd3fa3c3adf133c522ecadb501d94bacd52
212,225,38,170,116,549,3e7d9d05ac5efff4e4732c3453c7a8ef502d0ed0
215,227,38,170,116,551,4ea1909d3c420ba1fbdbf7221cad518d43aef885
216,229,38,170,116,553,0808ccce3808235c5b5a56e3f689cec0d4bc0ebf
217,229,38,170,116,553,a184a99123e4dc4c2a90c20e1604e5d301cd76bf
222,229,40,1868,116,2253,3f4e77840249c533b08ef9f1d03d7e3387ed2b4c
231,229,40,1868,116,2253,8f987323791181783d3f1ba847ffc0a938ddccdf
233,229,42,1868,116,2255,30a3c2f74c030449d3a8b9f02ab6744874712e54
235,232,41,1868,117,2258,5bc3123479bd97dc9d8a36fa9a3421a71063d1da
240,232,41,1869,118,2260,1119063c69eb4fc091c212e59462f3ec3d5676a4
241,233,41,1869,119,2262,426b63ba04521b8eaffb129b7e4feca36eed8777
242,233,41,1869,119,2262,7a0d9b5cda04c74287e052f1b4ebdf869e53ff0f
246,234,41,1871,119,2265,d597174bd4cfd9a0e1b34dae8b4d8d027a8cab72
247,234,41,1871,119,2265,e8e4f978dd4b7a3d0c689c6e3301e3c6f9e50003
248,234,41,1871,120,2266,ad53213066ad25545959170f40322fa5b094989b
249,236,40,1871,120,2267,2cf58e80d1be46ae95f77c95fe014921742295dd
252,236,40,1872,120,2268,0385dad073270c37f8c4a5f13edce43f2a69ba8a
254,236,40,1872,122,2270,e37d52bd5eb98e6ddf61b766720583481d18bc2b
255,236,40,1872,122,2270,981e3b9394022810bd536474344e2f91c190b858
257,236,40,1872,122,2270,2fc19b92387d4248c715edfbf38658238978abb6
258,236,40,1872,122,2270,3acefcefeb5283473ac35d7e842027814d57d574
259,237,39,1872,122,2270,6d7784a7b994eb8287ec851b22acb5170e77a90a
261,242,36,1872,122,2272,72f769f494822981db6df9524b92a2d86f8e69fe
262,242,36,1872,122,2272,1273a7a0e808a43ce7a344bbf36d55b9436ecf41
263,243,36,1872,122,2273,88d7fcebdebb726c6dc561bcce7916ed1d5256d7
264,243,36,1872,122,2273,a10b4c010ab2cdaa6ba8bfaec3e3540299ea77be
266,243,36,1874,122,2275,418f75d55f2612066b5bd27171026c20af317716
267,243,36,1874,123,2276,9d0c600d8d6359107cdbef5f0c30757321da09f6
268,245,35,1874,123,2277,727e40c879f893a2c336e396aafdcad60b5d224c
269,246,35,1874,123,2278,5564d0f2ee9b33d30471eafef30efa71c7c47459
271,246,35,1874,123,2278,a7bc00e17bebe34cdf23f744937b3c386ee73d81
272,247,34,1874,123,2278,4e7ed8d0d3e29e21d46abe06ac244da3754c82cc
273,248,34,1874,124,2280,09595b4fc67ac4c94ed4e0d4c69acc1e4a748c81
275,249,34,1875,125,2283,872eb26f542caead338d6456b345ca2f5c0684e2
276,250,34,1875,125,2284,923da0274a9a8c4ef2ac9776f71bd14628e39fc3
281,250,35,1876,125,2286,3caf7efb44712f89d6552076c240a3c898673a2c
283,250,35,1876,126,2287,75bc5bc634e90d5ccd2d7fc324df878dc5d4ce5d
285,250,35,1876,126,2287,6bfd864ff2a7d4903d485ee40094a1315da8221b
289,251,36,1876,127,2290,f8e8853b51476af1cc75a229dadc990c9ccf45ec
290,251,36,1876,128,2291,0b5abb03218ff0c575cee0c83e446bab81cbfadd
292,251,36,1876,128,2291,99d40c6f658ead97f67d331eed9278805c8a4007
294,252,36,1878,128,2294,d72e0178e9930c9967c6fe6cd8c94b3413a240f9
295,252,36,1878,128,2294,910638fc4e4f83bda31dd91db5017acb06dfc8d2
300,253,40,1879,130,2302,fb5c7748daa25a40bfc62834acb5731c71a6b713
301,253,40,1879,131,2303,d3bf5e7b0016edc02e125699c0b0d3aa93404940
302,253,40,1879,131,2303,62261ddd0f2d5f2e6bcce013f2913cdb1b1f0be0
303,253,40,1879,131,2303,8ca9bc5ec326c0b01634dac264a9ba6f0857483e
304,253,40,1879,132,2304,355c5edd9390caad5725375abca03460805f663b
305,255,39,1879,132,2305,188a2418807f661eedfc675731521f2f46a3c49a
306,255,39,1879,132,2305,33b1635a90564a26054930caa0dd8f5be31e101e
307,256,38,1879,132,2305,d974c89ebb8a59d91f664035d98d42dbb5cdd592
309,256,38,1878,134,2306,02260ea3f61b2fe0a0178528526101ff578c7400
310,256,38,1878,134,2306,f47c796b52a3c504d487c2484153fa5d90a25a74
312,256,38,1878,134,2306,24003295088ec24d823f66bd5c8b917478b24c5d
314,260,37,1880,134,2311,8097e5483210fa8c9d6142f1d48e1caed6d7b7bb
315,267,37,1880,134,2318,6b6d13bf6ed02c345912829e3850a201f113712a
316,272,37,1880,136,2325,36e90d1f45a13f53ce25fdc2d9c04433b835c9af
318,272,37,1881,136,2326,e9fdecf98417e39a93c81a854a780550321a9795
319,272,37,1881,136,2326,d5a0accaa090e4e65486930dbddaae5ad72aca3d
320,272,37,1881,137,2327,f54c0ec06e390dc5bce95fdccbcb51d6423da4f9
321,272,37,1881,138,2328,bae72bdd2aa93472617ed28fc3d5a01f0920ea6e
322,273,37,1881,138,2329,9346e45f84e893363e4c0d9b5b4bcb1a62434c08
323,274,36,1881,138,2329,36eab95e7fde7fad4368192ddbef4e2dbb32dc91
326,274,40,1882,138,2334,e15c55e2bf5eb2f1073d18b4ee6fdce2369820f2
329,274,40,1884,138,2336,039d7881b441c6b358a963d652ffa2eada3a8892
330,277,40,1884,138,2339,b5e0eede406633b88c6222031171f80876d8f5e1
331,277,40,1884,138,2339,37e23c606031d5b34197e196fb6e6fed0137bb37
332,277,40,1884,139,2340,ffe83d16bd0abfa58e4448cf9d48b52cc43544e9
333,277,40,1884,141,2342,b44ed404c78e93e6afea0b011eead327e65fbd2f
335,277,40,1884,142,2343,1a1f16d67da7080241ad9f6b4325f22364ac57ba
336,278,39,1884,142,2343,e4b7daec11c3849f5dae46ddfad5fe9ef03c2482
337,278,39,1884,142,2343,b93690c4652a108b4305c0df34509bfc267fd927
338,278,39,1884,143,2344,258d81acbee252693569e3d4e5f95d3dfe3b0638
339,278,39,1883,144,2344,6e8cb75e3edef1ed440e29c31966c44cc1598339
340,278,39,1883,144,2344,4cd727095dbaad5f8ecfcca226e6f3e06ce11a01
342,278,39,1883,144,2344,1418f7530455abf3e6f743164ae15ee6b2566a3c
343,279,39,1883,146,2347,d9ff5ef36d3f714736d633435d45f03eac9c17b5
348,286,45,1885,146,2362,fc2147152637e21bc73f991b50fa06254af02739
349,286,45,1885,146,2362,65a7a0d9eed4f4da9568cf0e7688e7a8c9f01957
350,286,45,1885,146,2362,8ae04e76301bcc5f72a73b7d26876a650bdf18bf
351,286,45,1885,146,2362,dd99f57710bb4930561a6c049f54719af80850ec
354,286,45,1885,147,2363,b9e972b96171236c40a8a922c62d36b49854ee52
356,286,45,1886,147,2364,37682368a604e08f3135375c85529e566492a352
357,287,45,1885,148,2365,8efea1b8d5b5fb0cfef1a3244c339cebf8af36c5
358,287,45,1885,148,2365,269a5dbdd37362e27b2bb3bf3a600ffd5ea2c3bb
359,289,45,1885,148,2367,143255c8bbefe03ff755d7859f029f0bc7a552aa
364,289,68,1890,150,2397,8a1824d465a551b44376f17c01ef142cc036e863
366,289,68,1890,150,2397,76d26d89220f5740103a16bf71df2ae255c00da4
368,290,68,1890,150,2398,1521861b3cc07fffdbe95c41000bf8e8ef92cc6b
369,290,68,1890,150,2398,faad6070ee2eeea270c76381f9ca5999bf1ac15f
370,292,66,1889,156,2403,26996e2d55719deb0a0b85c642c88658c929106c
371,294,66,1889,157,2406,2d76b61dc2a45d5acda53736433a22a1b74e0514
372,294,66,1889,157,2406,0f2e82b9ec9797147945a6f9a402b5ae0fb1d9f4
373,294,66,1889,158,2407,86aaffa5a3510c007167d116cf4ad72b79e93f31
374,295,66,1889,159,2409,40768ec29dc0a38c3b824b32c1a9167c0e8b5ee0
376,295,69,1891,159,2414,4870b304f2eabee3ec761f2d94b6251cae418f49
378,304,65,1891,160,2420,eaeea6f94701547ce1b50dbcf5cf71460e9e4c91
379,304,65,1891,160,2420,9c2d8cde77ee6edd407e92f93eacd4624290394f
381,306,65,1891,161,2423,4a438e400b7ce0ab9d0b6876196cbe8d620a4171
384,307,64,1891,161,2423,31e6c9c8e310e68a96c1f76b9657242c6cecaa4d
385,307,64,1891,161,2423,2b086229a2a6c786e32da37b6b122c2cc894450f
387,307,64,1891,161,2423,63f9b633f9cb620a4c4764b47dca127706a8d7b4
388,307,64,1891,161,2423,29e90f3ae0b0b72bbdf342e0136414bff917c6a6
391,308,64,1891,161,2424,57202a112a966593857725071ecd652a87c157fb
393,308,65,1896,161,2430,2c3ce26beb254101f12fa69cc341ba9aeae62029
394,308,65,1896,161,2430,3c4fca271bd6850d252c4b637871e597484804d1
398,311,66,1896,161,2434,69ddc1b3da043195a0f4e09211d395724b42c70b
403,312,66,1897,161,2436,0894643e40327e48397573b7844585618200442b
404,312,66,1897,161,2436,eef95ea96faef0b7dbbe0c8092202b74f68a899b
405,313,66,1897,161,2437,db0a0c4b8ae490d0596f2c210d3edba3d700374a
406,314,66,1897,162,2439,1563b897c439370fe98e7902004cdcefc9ea5ceb
408,314,66,1897,162,2439,5c412dd8a724b263489c1bd7a2fea381460665d7
411,314,66,1897,162,2439,69125ce90453f94c92432be1ab67768db514c82d
413,314,66,1898,163,2441,9096e2b5f75abf8e8882937bd3c3d47ccdc24e25
414,314,66,1898,163,2441,7b05d2fdaed582662d8f79130932f600f4f966a0
415,314,66,1898,163,2441,fe914341c83b37fd6aa8fd85620cf49dd2328ab0
418,314,66,1898,163,2441,6123e6134fba627a49ad379edfc20ae0f73bc9ac
419,314,66,1898,163,2441,4dcc6493418c78db07761180bf6265f5b2bbccbf
420,314,66,1898,164,2442,d084176cc1273d5faf6f88eedb4c490e961f3a68
422,315,65,1897,165,2442,783572abc4cbbdf3272801d5d19ff8d7d5f2189d
423,315,65,1897,166,2443,10f7cfeb2df35c5f7775d59c9d654952971897fb
424,317,65,1897,166,2445,d1df1fd2bb274574fd895f6984892b3aba372f48
425,318,65,1897,167,2447,adff499e47d99f6b40307acc1ace95508e3c5910
432,318,67,1897,167,2449,681df1aeafb30092430157f7977f713e1ce234ca
433,320,66,1897,168,2451,1a62f197078eae72eba85f23aabacc06ad4c7d79
434,320,66,1897,168,2451,b99114f67f0e5eba3b1d31641906b75a14fd2fa0
439,320,67,1897,168,2452,8e86d9d3dfd68bebbfd1dd5006e0c25696855269
440,320,67,1897,168,2452,be9d645346a20a6c394bf70d47b1b1d5c81ff530
441,321,67,1897,168,2453,adc57632bc26cc8fe42bdb6aff463f883214980a
442,321,67,1897,168,2453,bd53db5eab05099ae371348529c6428e0da95c6a
443,321,67,1897,170,2455,70779d9c1cab77791c73b72e8a63f60184d8f2b0
446,322,67,1897,171,2457,f7b297815819153b53dc1125d3f42869fb1b7ebc
447,322,67,1897,171,2457,7c7b85510656cc814814b85bc52201bbd91821a9
448,325,67,1897,172,2461,9de9c240178bd9f61f55dad07e76ea458f0291f5
449,325,67,1897,172,2461,4f3c44424187de20d7f75fdde6624b9f683a9cf2
452,325,68,1897,172,2462,81d4ce4a6d21f0e65cabb253927770b3616cb560
453,326,68,1897,172,2463,3c8fe5dddf34533a419d2deed5208a28de32cb4a
454,327,67,1897,173,2464,f61c4f490dc4c8ec6ba94ad4f40247db2425fc3e
456,329,77,1904,173,2483,adf5d75af1418b044d7ea335896e75277da06b77
459,329,77,1904,173,2483,ae635cc365581889454d2b3c278b3e3a38bd7809
460,330,76,1904,173,2483,2dee853ed4def42b7ef1b3b472b395055543cc00
461,332,75,1904,173,2484,3226050358cfcffcb14f7e48e3a5cee873388406
463,333,75,1905,174,2487,70e3e2e08ee1d07343d48b1db9df838db3efb0e2
464,333,75,1905,174,2487,c2bc1cefdcbbf074408f4a4cace88b315cf9d652
466,339,76,1905,175,2495,ec186572e6cfde4cd4bc1491ff552c5d32211d9f
468,340,76,1905,175,2496,d9521f66b1851b0eacd55bc78f801dc64123e333
470,343,76,1906,175,2500,ed83881e648771d22658f21b939f66e75c499864
471,343,76,1906,175,2500,2a05a82311f631f314e2918fdb7de983b4c5682a
476,344,76,1906,175,2501,307acc745a4e655c35db96f96ceb4b87597dee49
477,344,76,1906,175,2501,dc8edc9dbf0ec85a60f1129b7b1dddd880162415
478,344,76,1906,175,2501,7b027c463e83f4397dd1a64a4993193c5eb39a51
480,344,76,1906,175,2501,f5da4380723c93998a4f5a845b6f26fa51a2cfe1
481,344,76,1906,175,2501,7d97c5745e420e3edc22965a2c68c8c9d2eab374
483,345,76,1906,175,2502,e89c3a46035e9fe17c373a6c9cd63b9fd631d596
484,345,76,1906,175,2502,1046c8afecf719eee5a2aaa28b001e731f94100b
485,347,76,1906,175,2504,ae1efb853c159ae4747d105405694245f8508b4b
486,347,76,1906,176,2505,d091b75eefcd02872f7d45e9f5f5dd2fa719bbff
489,347,76,1906,177,2506,fb94e7b8cf8f68629b51a4d4f2c37400ef1c7469
491,347,76,1906,177,2506,bc87061a3c7c8d6b4d2469f35cc78683c6cff647
492,347,76,1906,177,2506,3db21c351b9b1108954c388799d35c8dad7dfc19
493,347,76,1906,177,2506,8bf1449edb4139451643e3823b194b4c02ca7633
494,347,76,1906,177,2506,ead36e8a471389a6032d825c8245245ebb89ea5d
495,347,76,1906,177,2506,c15b0c27927afd141d311dd9bfe68540cf44a8d6
497,384,74,1906,184,2548,be67400b477c1b0e7e81766f41bbceed0de74bdc
498,385,73,1906,184,2548,088579638b160f3716dc81d194be70c72743593f
502,391,71,1906,191,2559,655f52491505932ef04264de2bce21a03f3a7cd0
506,391,71,1907,191,2560,fc3409b0932959f2aca42715e9147113d0e40f79
507,391,71,1907,191,2560,32f0c8f79697391e7067f1479045aa910ffa2c4e
509,391,71,1907,191,2560,97e1160be51e4dfdf35e6ba9d93eff5a52bccbe3
511,391,71,1907,191,2560,e11a08ee155811e5f0b2a13640178f82c928c4e7
512,392,71,1907,191,2561,70faaccc3eef916e1b1ba5c2e93799074e66a5c3
513,393,71,1907,191,2562,0688a7946afac04123309afd29c95319a8d59392
515,395,70,1908,191,2564,04e8d890aec8e996d568565555164a27a6a76057
516,395,70,1908,191,2564,170f7115bbae45f26ca8078e749dfe67445a57ea
517,395,70,1908,191,2564,9ef2615d4968ed52dbd88a19f03746a2f16c7511
518,396,70,1908,191,2565,43b2d88a5b9cfb151ccf7ac861f2750e70c0e2c4
523,398,70,1908,192,2568,4525a0c4669dccb3a4c5d865184f8bb8e4a89ec8
525,399,70,1909,192,2570,614bec41b5306b32b8de20d66f047ff8d6f35256
527,401,68,1910,192,2571,d73176a84273c06fa11075c65293ec28497a8423
528,401,68,1910,192,2571,4ccfc4439a7add24f8db4ef3960d02ef8ae09887
529,401,68,1910,192,2571,4df7e8483b2679fc1cba3410f08960bac6f51115
530,401,68,1910,192,2571,801a84ae329a24d9adf01b700429fe8f1285b2b8
531,401,68,1910,192,2571,f4cb350c7980f94fbfd251b6e6385eef9a7df427
533,401,68,1910,192,2571,ff8a02ae0b33ee52050e22909d432a3aa060d683
535,403,68,1910,192,2573,70be31bba7f8658f17235e33862319780c3dfad1
536,403,68,1910,192,2573,300e8baf9429dbf1c5dff478558d793638dc2f54
537,403,68,1910,192,2573,80ad5472ce4b6ba6e94227422d0727371e97cdf0
538,403,68,1910,192,2573,ad0f0daf8c6aa80775d68068a76c5b6d0fff04ec
539,406,67,1910,197,2580,3653466bdf211ca603ec976c28d4a8da566dc671
540,406,67,1910,197,2580,8047e3666b0b50bb04e6f16c2a4fb21ddfd5713f
543,406,67,1926,197,2596,38eacbde62cd83ffaa64db7719c2c643f69551e0
545,406,67,1927,200,2600,33ea472f6924480eb8708bc6d0ac90b9f742ba68
547,407,66,1927,200,2600,e60cce4e401ae9481b66b6c7821e85237f1baa1a
548,407,66,1927,200,2600,c7805ee214802ff1c0de53660bd2594bc1abfebb
549,407,66,1927,200,2600,c954931abd17f8efaa6b7662ac2916dbf47d2978
550,407,66,1927,200,2600,59383f1e3a8ab5a6477dbd5bb1d7c32366a9d8f8
551,407,66,1927,200,2600,d29ed3f355b0c57e7036807f1d54f33796d8d820
553,407,66,1927,200,2600,076a63e672370ff1735e7942cd1ae0990bcbd263
554,408,65,1927,200,2600,44f3ee77166bd5c0e8a4604f2d96015268dce100
555,408,65,1927,201,2601,0b5fb8e72c74e41d250f35c8c3df3f3a13d367f3
556,408,65,1927,201,2601,5ab86809832726957dd6f0eb8e17a461f0a9be84
557,408,65,1927,201,2601,e1e6399c2ce39a3656155c4d704340eac83926a7
